cd_sistema,cd_central,cd_cooperativa,ano,mes,nota_sobras_ou_perdas_sobre_recursos_totais,nota_inadimplencia,nota_liquidez_na_central,nota_adto_depositante,nota_custo_fixo_sobre_total_recursos,nota_tarifas_sobre_custo_fixo,nota_honorarios_e_cedula_sobre_custo_fixo,nota_folha_encargos_sobre_total_recursos,nota_receita_financeira_sobre_total_recursos,nota_retorno_carteira_de_credito,nota_despesas_financeiras_sobre_recursos_captados,nota_despesas_captacao_sobre_dep_prazo,nota_resultado_PCLD_sobre_despesas_totais_mes,nota_resultado_PCLD_sobre_total_recursos,nota_liquidez_geral,nota_participacao_capital_proprio,nota_rentabilidade_sobras_sobre_receitas_brutas,nota_rentabilidade_sobre_capital_proprio,nota_evolucao_quadro_social,nota_limite_exposicao_por_cliente,nota_concentacao_carteira_credito,nota_enquadramento_PRE,nota_concentracao_depositos,nota_imobilizacao_capital_proprio,nota_evolucao_patrimonial,alerta_sobras_ou_perdas_sobre_recursos_totais,alerta_inadimplencia,alerta_liquidez_na_central,alerta_adto_depositante,alerta_custo_fixo_sobre_total_recursos,alerta_tarifas_sobre_custo_fixo,alerta_honorarios_e_cedula_sobre_custo_fixo,alerta_folha_encargos_sobre_total_recursos,alerta_receita_financeira_sobre_total_recursos,alerta_retorno_carteira_de_credito,alerta_despesas_financeiras_sobre_recursos_captados,alerta_despesas_captacao_sobre_dep_prazo,alerta_resultado_PCLD_sobre_despesas_totais_mes,alerta_resultado_PCLD_sobre_total_recursos,alerta_liquidez_geral,alerta_participacao_capital_proprio,alerta_rentabilidade_sobras_sobre_receitas_brutas,alerta_rentabilidade_sobre_capital_proprio,alerta_evolucao_quadro_social,alerta_limite_exposicao_por_cliente,alerta_concentacao_carteira_credito,alerta_enquadramento_PRE,alerta_concentracao_depositos,alerta_imobilizacao_capital_proprio,alerta_evolucao_patrimonial,total,nu_justificativa,nu_plano,tx_justificativa,tx_plano,st_justificativa,st_plano
1,7,9,2010,6,2,2,4,2,2,3,3,4,2,3,4,4,2,4,2,1,2,2,4,3,3,4,2,3,4,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,71,4,9,,,0,0
1,7,9,2010,7,2,1,4,2,3,4,3,4,2,3,4,4,3,4,2,1,3,3,4,2,3,4,2,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,71,5,9,,,0,0
1,7,10,2009,9,3,2,4,1,1,4,3,2,4,4,4,4,1,2,4,3,4,3,1,4,4,4,2,3,4,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,75,0,9,,,0,0
1,7,10,2009,10,3,3,4,1,1,4,3,2,4,4,4,4,1,2,4,3,4,4,1,4,4,4,2,3,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,74,1,9,,,0,0
1,7,10,2009,11,2,2,4,1,1,4,4,2,4,4,4,4,1,1,4,3,3,3,1,4,4,4,2,3,2,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,71,2,9,,,0,0
1,7,10,2009,12,3,2,4,1,1,4,4,3,4,4,4,4,1,1,4,3,3,3,1,4,4,4,2,3,4,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,75,0,9,,,0,0
1,7,10,2010,1,2,2,4,2,1,4,3,2,4,4,4,4,1,1,4,3,2,2,2,4,4,4,2,3,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,69,1,9,,,0,0
1,7,10,2010,2,2,2,4,2,1,4,4,2,4,4,4,4,1,2,4,3,3,3,1,4,4,4,2,3,3,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,74,2,9,,,0,0
1,7,10,2010,3,3,2,4,2,1,4,3,2,4,4,4,4,4,4,4,3,4,4,1,4,4,4,2,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,79,0,9,,,0,0
1,7,10,2010,4,4,1,4,3,1,4,4,2,4,4,4,4,2,4,4,3,4,4,1,4,4,4,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,79,0,9,,,0,0
1,7,10,2010,5,3,2,4,1,1,4,4,1,4,4,4,4,1,2,4,3,4,4,1,4,4,4,2,2,4,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,75,0,9,,,0,0
1,7,10,2010,6,3,1,4,2,1,4,4,2,4,4,4,4,1,2,4,3,4,3,1,4,4,4,2,2,4,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,75,0,9,,,0,0
1,7,10,2010,7,3,1,3,2,1,4,3,2,4,4,4,3,1,2,4,3,4,4,1,4,4,4,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,70,1,9,,,0,0
1,7,11,2009,9,4,1,4,4,1,1,4,1,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,3,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,0,9,,,0,0
1,7,11,2009,10,4,1,4,4,1,1,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85,0,9,,,0,0
1,7,11,2009,11,4,1,4,4,1,1,4,3,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,84,0,9,,,0,0
1,7,11,2009,12,4,1,4,4,1,1,4,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,0,9,,,0,0
1,7,11,2010,1,6,2,4,0,1,0,4,4,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,4,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,88,0,9,,,0,0
1,7,11,2010,2,6,2,4,0,1,0,4,2,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,4,4,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,9,,,0,0
1,7,11,2010,3,6,2,4,0,1,0,4,2,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,4,4,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,9,,,0,0
1,7,11,2010,4,6,2,4,0,1,0,4,2,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,4,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85,0,9,,,0,0
1,7,11,2010,5,6,3,4,0,1,0,4,2,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,3,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,9,,,0,0
1,7,11,2010,6,6,2,4,0,2,0,4,2,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,3,4,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,9,,,0,0
1,7,11,2010,7,6,6,4,0,1,0,4,2,4,4,4,4,4,4,6,4,4,4,1,4,4,6,4,3,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,0,9,,,0,0
1,7,12,2009,9,4,1,4,1,1,2,4,1,4,4,4,4,4,4,4,2,4,4,2,4,4,4,1,4,4,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,79,0,9,,,0,0
1,7,12,2009,10,4,1,4,1,1,1,4,1,4,4,4,4,4,4,4,3,4,4,2,3,4,4,1,4,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,75,0,9,,,0,0
1,7,12,2009,11,1,1,2,1,1,1,4,1,4,3,4,4,1,1,4,3,1,1,4,3,4,4,1,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,59,1,9,,,0,0
1,7,12,2009,12,1,1,4,1,1,1,4,1,4,4,4,4,1,2,4,3,1,1,4,3,4,4,1,4,4,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,66,2,9,,,0,0
1,7,12,2010,1,1,1,4,1,1,1,4,1,4,1,4,4,1,1,4,3,1,1,1,3,4,4,1,4,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,56,3,9,,,0,0
1,7,12,2010,2,3,1,4,1,1,4,4,1,4,4,4,4,1,1,4,2,3,3,1,3,4,4,1,4,4,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,70,4,9,,,0,0
1,7,12,2010,3,1,1,4,1,1,4,4,1,4,1,4,4,1,1,4,3,1,1,4,4,4,4,1,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,63,5,9,,,0,0
1,7,12,2010,4,1,1,2,1,1,4,4,1,4,1,4,4,1,1,4,3,1,1,2,4,4,4,1,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,62,6,9,,,0,0
1,7,12,2010,5,1,1,2,1,1,3,4,1,4,1,4,4,1,1,4,3,1,1,4,4,4,4,1,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,63,7,9,,,0,0
1,7,12,2010,6,1,1,2,1,1,4,4,1,4,1,4,4,1,1,4,3,1,1,4,4,4,4,1,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,60,8,9,,,0,0
1,7,12,2010,7,2,1,4,1,1,2,4,1,4,4,4,4,4,4,4,3,1,2,2,4,4,4,1,4,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,70,9,9,,,0,0
1,7,13,2009,9,2,3,3,1,2,1,1,3,3,2,4,4,2,4,3,1,2,2,1,4,4,4,2,3,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,62,1,9,,,0,0
1,7,13,2009,10,2,4,4,1,2,1,1,2,3,4,4,3,4,4,3,2,3,3,1,4,4,4,2,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,69,2,9,,,0,0
1,7,13,2009,11,2,4,2,1,2,1,1,3,2,2,4,4,4,4,3,2,3,3,1,2,3,4,2,3,4,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,66,3,9,,,0,0
1,7,13,2009,12,2,4,2,2,2,2,1,4,2,3,4,3,4,4,3,2,3,3,1,2,3,4,2,3,4,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,69,4,9,,,0,0
1,7,13,2010,1,2,4,2,1,2,1,1,4,3,2,4,4,1,2,3,2,2,2,1,2,3,4,2,3,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,58,5,9,,,0,0
1,7,13,2010,2,2,4,2,3,2,1,1,3,2,2,4,4,4,4,3,2,3,3,1,2,3,4,2,3,4,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,68,6,9,,,0,0
1,7,13,2010,3,2,3,2,1,2,1,1,3,3,3,4,3,2,4,3,2,3,3,1,2,3,4,2,3,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,61,7,9,,,0,0
1,7,13,2010,4,3,1,2,1,2,1,1,2,2,2,4,4,2,4,3,2,4,4,1,2,3,4,2,3,4,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,63,8,9,,,0,0
1,7,13,2010,5,1,2,2,1,2,1,1,3,3,2,4,3,1,2,3,2,1,1,1,1,3,4,2,3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,50,9,9,,,0,0
1,7,13,2010,6,1,3,2,1,2,1,1,3,3,2,4,4,1,2,3,2,1,1,1,1,3,4,2,3,4,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,55,10,9,,,0,0
1,7,13,2010,7,1,4,2,1,2,1,1,3,3,2,3,3,1,4,3,2,1,1,2,2,3,4,2,3,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,55,11,9,,,0,0
1,7,14,2009,9,3,1,4,4,1,4,4,1,4,4,4,4,1,2,4,4,3,3,1,4,4,4,4,4,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,78,0,9,,,0,0
1,7,14,2009,10,1,1,4,4,1,4,4,1,4,1,4,4,1,1,4,4,1,1,1,3,4,4,4,4,4,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,69,1,9,,,0,0
1,7,14,2009,11,1,1,4,4,1,4,4,1,4,1,4,4,1,1,4,4,1,1,1,3,4,4,4,4,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,66,2,9,,,0,0
1,7,14,2009,12,1,1,4,4,1,4,4,1,4,1,4,4,1,1,4,4,1,1,1,4,4,4,4,4,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,67,3,9,,,0,0
1,7,14,2010,1,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,3,4,4,4,4,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,63,4,9,,,0,0
1,7,14,2010,2,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,3,4,4,4,4,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,63,5,9,,,0,0
1,7,14,2010,3,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,4,4,4,4,4,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,64,6,9,,,0,0
1,7,14,2010,4,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,4,4,4,4,4,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,64,7,9,,,0,0
1,7,14,2010,5,1,1,4,4,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,4,4,4,4,4,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,64,8,9,,,0,0
1,7,14,2010,6,1,1,4,4,1,1,4,1,3,1,4,4,1,1,4,3,1,1,1,4,4,4,4,4,4,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,65,9,9,,,0,0
1,7,14,2010,7,1,1,4,4,1,1,4,1,3,1,4,4,1,1,4,3,1,1,1,4,4,4,1,4,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,59,10,9,,,0,0
1,7,15,2009,9,2,1,4,4,3,1,2,4,2,4,4,4,1,3,4,2,3,3,3,4,4,4,1,4,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,72,1,9,,,0,0
1,7,15,2009,10,3,2,4,3,3,1,2,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,83,0,9,,,0,0
1,7,15,2009,11,2,2,4,3,3,1,2,4,1,4,4,4,4,4,4,2,4,3,4,4,4,4,1,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,77,0,9,,,0,0
1,7,15,2009,12,3,1,4,4,3,1,1,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,79,0,9,,,0,0
1,7,15,2010,1,2,1,4,3,3,1,2,4,1,3,4,4,3,4,4,2,3,2,4,4,4,4,1,4,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,75,0,9,,,0,0
1,7,15,2010,2,2,1,4,3,3,1,1,4,1,4,4,4,4,4,4,2,3,2,2,4,4,4,1,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,71,1,9,,,0,0
1,7,15,2010,3,2,1,4,3,3,1,1,4,1,3,4,4,1,4,4,2,2,2,4,4,4,4,1,4,4,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,71,2,9,,,0,0
1,7,15,2010,4,2,1,4,1,3,1,2,4,1,2,4,4,1,4,4,2,4,3,4,4,4,4,1,4,4,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,72,3,9,,,0,0
1,7,15,2010,5,3,2,4,4,3,1,1,4,2,4,4,4,1,4,4,2,4,4,4,4,4,4,1,4,4,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,80,0,9,,,0,0
1,7,15,2010,6,3,2,4,4,3,1,2,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,83,0,9,,,0,0
1,7,15,2010,7,2,1,4,4,3,1,2,4,1,4,4,4,4,4,4,2,3,3,2,4,4,4,1,4,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,77,0,9,,,0,0
1,7,16,2009,9,4,1,4,3,4,4,2,4,2,4,4,4,1,4,3,1,4,4,4,1,1,4,1,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,73,1,9,,,0,0
1,7,16,2009,10,3,1,4,3,4,4,3,4,3,1,4,4,1,1,4,2,4,4,4,1,1,4,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,70,2,9,,,0,0
1,7,16,2009,11,4,1,4,3,4,4,3,4,2,4,4,4,4,4,4,2,4,4,4,1,1,4,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,82,0,9,,,0,0
1,7,16,2009,12,1,1,4,3,4,4,3,4,2,1,4,4,1,1,3,1,1,1,4,1,1,4,1,4,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,62,1,9,,,0,0
1,7,16,2010,1,1,1,4,2,3,4,3,4,2,1,4,4,1,1,4,2,1,1,1,1,2,4,1,4,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,57,2,9,,,0,0
1,7,16,2010,2,3,1,4,1,3,4,4,4,3,4,4,4,4,4,4,2,4,4,1,2,2,4,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,77,0,9,,,0,0
1,7,16,2010,3,1,1,4,2,4,4,2,4,3,1,4,4,1,1,3,1,1,1,4,2,2,4,1,4,4,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,63,1,9,,,0,0
1,7,16,2010,4,4,1,4,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,1,4,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,84,0,9,,,0,0
1,7,16,2010,5,3,1,4,2,4,4,2,4,2,1,4,4,1,3,3,1,4,4,1,2,2,4,1,4,4,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,69,1,9,,,0,0
1,7,16,2010,6,3,1,4,3,4,4,2,4,2,3,4,4,1,4,3,1,4,4,4,3,2,4,1,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,74,2,9,,,0,0
1,7,16,2010,7,3,1,4,3,4,4,2,4,2,2,4,4,1,4,3,1,4,4,1,3,2,4,1,4,4,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,73,3,9,,,0,0
1,7,17,2009,9,3,1,1,1,1,4,4,1,4,3,4,4,3,3,1,1,3,4,4,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,56,1,9,,,0,0
1,7,17,2009,10,3,1,4,1,1,4,4,1,4,3,3,1,3,3,1,1,3,4,4,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,55,2,9,,,0,0
1,7,17,2009,11,1,1,1,1,1,4,4,1,4,2,3,1,1,2,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,44,3,9,,,0,0
1,7,17,2009,12,4,1,1,1,1,4,4,1,4,4,2,1,4,4,1,1,4,4,4,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,56,4,9,,,0,0
1,7,17,2010,1,1,1,1,1,1,4,4,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,46,5,9,,,0,0
1,7,17,2010,2,1,1,1,1,1,4,4,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,43,6,9,,,0,0
1,7,6,2010,9,1,3,2,2,1,2,3,2,3,3,3,3,2,4,4,2,1,1,4,2,4,4,1,2,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,60,10,9,,,0,0
1,7,17,2010,4,4,1,1,1,1,4,4,1,4,4,4,4,4,4,1,1,4,4,4,1,1,1,1,1,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,64,8,9,,,0,0
1,7,17,2010,5,4,1,1,1,1,4,4,1,4,4,4,4,4,4,1,1,4,4,4,1,1,1,2,1,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,65,9,9,,,0,0
1,7,17,2010,6,1,1,1,1,1,4,4,1,3,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,42,10,9,,,0,0
1,7,17,2010,7,2,1,1,4,1,4,4,1,4,4,4,4,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,50,11,9,,,0,0
1,7,18,2009,9,1,4,4,2,1,4,4,1,2,4,4,4,2,4,3,1,1,2,4,2,1,4,1,4,4,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,68,1,9,,,0,0
1,7,18,2009,10,2,4,2,1,1,4,4,2,3,4,4,4,1,3,3,1,2,3,4,2,1,4,1,4,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,65,2,9,,,0,0
1,7,18,2009,11,3,4,4,2,1,4,4,2,3,4,4,4,4,4,3,1,4,4,4,2,1,4,1,4,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,79,0,9,,,0,0
1,7,18,2009,12,1,2,4,1,1,4,4,2,3,4,4,4,4,4,2,1,1,1,4,2,1,4,1,4,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,67,1,9,,,0,0
1,7,18,2010,1,3,2,4,1,1,4,4,1,3,4,4,4,4,4,3,1,4,4,4,2,1,4,1,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,72,2,9,,,0,0
1,7,18,2010,2,1,2,4,1,1,4,4,1,3,4,4,4,1,2,3,1,1,1,4,2,1,4,1,4,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,59,3,9,,,0,0
1,7,18,2010,3,3,2,3,1,1,4,4,2,3,4,4,4,1,3,3,1,4,4,4,2,1,4,1,4,4,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,71,4,9,,,0,0
1,7,18,2010,4,4,1,4,1,1,4,4,1,3,4,4,4,3,4,3,1,4,4,4,2,2,4,1,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,72,5,9,,,0,0
1,7,18,2010,5,2,1,4,1,1,4,4,1,3,4,4,4,4,4,3,1,2,3,4,2,1,4,1,4,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,70,6,9,,,0,0
1,7,18,2010,6,2,1,4,1,1,4,4,2,3,4,4,4,1,2,3,1,3,4,4,2,2,4,1,4,4,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,69,7,9,,,0,0
1,7,18,2010,7,1,1,4,1,1,4,4,2,3,3,4,4,1,2,3,1,1,2,4,2,1,4,1,4,4,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,62,8,9,,,0,0
1,7,19,2009,9,3,4,4,4,2,1,4,3,4,4,4,4,3,4,3,1,4,4,4,2,4,4,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,83,0,9,,,0,0
1,7,19,2009,10,2,3,1,4,2,1,4,4,3,3,4,4,1,3,3,1,2,3,4,1,3,4,1,4,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,66,1,9,,,0,0
1,7,19,2009,11,3,4,4,4,1,1,4,2,4,4,4,4,4,4,3,1,4,4,4,2,4,4,1,4,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,82,0,9,,,0,0
1,7,19,2009,12,1,3,2,4,1,1,4,3,4,3,4,4,3,2,3,1,1,1,4,2,4,4,1,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,65,1,9,,,0,0
